id;imie;nazwisko;dataUrodzenia;login;haslo
5628;Lucyna;ADAMCZYK;01.02.1977;haslo585628;
5629;Gracjan;PIETRZAK;01.08.1989;haslo45629;
5630;Zuzanna;BORKOWSKA;01.08.1994;haslo35630;
5631;Leon;KWIATKOWSKA;01.07.1977;haslo255631;
5632;Maksymilian;NOWAK;01.02.1982;haslo345632;
5633;Zuzanna;PAWLUK;01.09.1981;haslo675633;
5634;Bo¿ena;NOWAK;01.03.1989;haslo265634;
5635;Zuzanna;SZEWCZYK;01.05.1988;haslo365635;
5636;Gracjan;KRAWCZYK;01.10.1988;haslo655636;
5637;Antoni;SZEWCZYK;01.10.1973;haslo575637;
5638;Jacek;KOWALSKA;01.06.1985;haslo165638;
5639;Marcin;BORKOWSKA;01.03.1984;haslo495639;
5640;Nikola;DUDEK;01.05.1978;haslo405640;
5641;Maria;SADOWSKA;01.12.1972;haslo335641;
5642;Lucyna;PACZOS;01.04.1996;haslo615642;
5643;Zbigniew;OSTROWSKA;01.07.1972;haslo135643;
5644;Magdalena;MARCINIAK;01.09.1986;haslo555644;
5645;Irena;KORYTKOWSKI;01.11.1985;haslo535645;
5646;Magdalena;MAZUR;01.05.1993;haslo625646;
5647;Irena;BORKOWSKA;01.03.1994;haslo655647;
5648;Izabela;WIECZOREK;01.11.1990;haslo45648;
5649;Jacek;TOMASZEWSKA;01.06.1990;haslo195649;
5650;Marcin;PACZOS;01.01.1995;haslo645650;
5651;Pawe³;KWIATKOWSKA;01.03.1979;haslo355651;
5652;Stanis³aw;LEWANDOWSKA;01.01.1980;haslo415652;
5653;Odetta;MAZUR;01.02.1997;haslo75653;
5654;Lucyna;KOWALSKA;01.05.1973;haslo385654;
5655;S³awomir;KOWALSKA;01.02.1977;haslo215655;
5656;Maria;KAMIÑSKA;01.12.1997;haslo105656;
5657;Kamila;W£ODARCZYK;01.03.1984;haslo155657;
5658;Aleksander;LIS;01.09.1981;haslo135658;
5659;Marcin;NOWICKA;01.09.1981;haslo355659;
5660;Teresa;WILK;01.09.1986;haslo15660;
5661;Stanis³aw;MAZUR;01.02.1992;haslo255661;
5662;Jacek;WRÓBLEWSKA;01.01.1985;haslo305662;
5663;Leon;WALCZAK;01.07.1972;haslo255663;
5664;Arleta;SZCZEPAÑSKA;01.09.1996;haslo605664;
5665;Magdalena;MAKOWSKA;01.06.1980;haslo65665;
5666;Maksymilian;KORYTKOWSKI;01.05.1973;haslo75666;
5667;Jan;KACZMAREK;01.03.1989;haslo455667;
5668;Sylwia;KALINOWSKA;01.02.1982;haslo225668;
5669;Izabela;NOWICKA;01.02.1982;haslo465669;
5670;Stanis³aw;MALINOWSKA;01.09.1996;haslo175670;
5671;Jan;PAWLAK;01.07.1997;haslo475671;
5672;Bernadetta;NOWAKOWSKA;01.04.1986;haslo475672;
5673;Maria;MAZUR;01.01.1970;haslo215673;
5674;Nikola;MAZUR;01.06.1995;haslo375674;
5675;Pamela;OLSZEWSKA;01.07.1982;haslo585675;
5676;Hanna;WRÓBLEWSKA;01.07.1982;haslo335676;
5677;Marika;TOMASZEWSKA;01.11.1990;haslo45677;
5678;Marcjanna;DUDA;01.06.1990;haslo265678;
5679;Dominika;BORKOWSKA;01.08.1974;haslo545679;
5680;Marcin;NOWICKA;01.01.1970;haslo645680;
5681;Marcjanna;MARCINIAK;01.08.1979;haslo145681;
5682;Wioleta;WITKOWSKA;01.04.1971;haslo145682;
5683;Katarzyna;KWIATKOWSKA;01.09.1996;haslo445683;
5684;Anna;MICHALAK;01.09.1981;haslo565684;
5685;Marcin;WÓJCIK;01.07.1982;haslo155685;
5686;Bernadetta;PAW£OWSKA;01.11.1970;haslo665686;
5687;Julia;SADOWSKA;01.11.1970;haslo365687;
5688;Bogumi³a;BORKOWSKA;01.12.1987;haslo565688;
5689;Julia;WÓJCIK;01.06.1995;haslo625689;
5690;Pamela;WILK;01.02.1997;haslo585690;
5691;Jacek;SIKORA;01.10.1983;haslo195691;
5692;Bogumi³a;MICHALAK;01.12.1977;haslo665692;
5693;Stanis³aw;JAKUBOWSKA;01.05.1998;haslo705693;
5694;Teresa;NOWAK;01.06.1980;haslo695694;
5695;Jan;KALINOWSKA;01.05.1973;haslo555695;
5696;Jan;KUCHARSKA;01.12.1977;haslo245696;
5697;Zuzanna;BARAN;01.09.1971;haslo175697;
5698;Krzysztof;B¥K;01.06.1975;haslo575698;
5699;Julian;KUBIAK;01.01.1975;haslo665699;
5700;Maksymilian;KORYTKOWSKI;01.11.1970;haslo385700;
5701;Hanna;MICHALSKA;01.05.1988;haslo415701;
5702;Julian;BA£KA;01.08.1984;haslo695702;
5703;Aleksander;ZAWADZKA;01.04.1981;haslo115703;
5704;Magdalena;KACZMAREK;01.02.1992;haslo115704;
5705;Joanna;PIOTROWSKA;01.02.1992;haslo245705;
5706;Wioleta;ZALEWSKA;01.02.1997;haslo145706;
5707;Lucyna;NOWAKOWSKA;01.01.1975;haslo165707;
5708;Arkadiusz;MACIEJEWSKA;01.01.1985;haslo565708;
5709;Magdalena;B¥K;01.01.1995;haslo155709;
5710;Marcjanna;MICHALSKA;01.11.1990;haslo615710;
5711;Agnieszka;WIECZOREK;01.09.1996;haslo185711;
5712;Zuzanna;PIOTROWSKA;01.04.1971;haslo695712;
5713;Wiliam;CZARNECKA;01.09.1996;haslo685713;
5714;Nikola;KACZMAREK;01.12.1982;haslo675714;
5715;Lucyna;PACZOS;01.07.1992;haslo255715;
5716;Julian;SADOWSKA;01.08.1984;haslo525716;
5717;Anna;DUDEK;01.05.1993;haslo225717;
5718;Wiliam;ZAWADZKA;01.07.1977;haslo435718;
5719;Marcjanna;KUCHARSKA;01.02.1982;haslo415719;
5720;Dorota;ZALEWSKA;01.03.1994;haslo535720;
5721;Petronella;B¥K;01.01.1985;haslo145721;
5722;Helena;KOWALSKA;01.12.1977;haslo385722;
5723;Maksymilian;SIKORA;01.10.1978;haslo655723;
5724;Odetta;OLSZEWSKA;01.02.1987;haslo395724;
5725;Marzena;LIS;01.08.1979;haslo645725;
5726;Petronella;GRABOWSKA;01.01.1970;haslo145726;
5727;Andrzej;KOWALSKA;01.11.1985;haslo415727;
5728;Dorota;OSTROWSKA;01.08.1984;haslo15728;
5729;Pawe³;KWIATKOWSKA;01.08.1979;haslo115729;
5730;Teresa;LEWANDOWSKA;01.11.1995;haslo145730;
5731;Arkadiusz;MAKOWSKA;01.06.1990;haslo395731;
5732;Teresa;MAJEWSKA;01.01.1995;haslo675732;
5733;Szymon;KACZMAREK;01.10.1973;haslo95733;
5734;Joanna;KWIATKOWSKA;01.04.1991;haslo285734;
5735;Kamila;KWIATKOWSKA;01.12.1992;haslo565735;
5736;Lilianna;WOJCIECHOWSKA;01.06.1985;haslo215736;
5737;Pamela;W£ODARCZYK;01.01.1980;haslo175737;
5738;Jacek;JAWORSKA;01.10.1973;haslo495738;
5739;Nikola;KOWALCZYK;01.03.1984;haslo95739;
5740;Adrianna;WIECZOREK;01.07.1992;haslo605740;
5741;S³awomir;MICHALSKA;01.01.1990;haslo415741;
5742;Leon;PIETRZAK;01.07.1982;haslo645742;
5743;Magdalena;JAWORSKA;01.06.1970;haslo535743;
5744;Wiliam;WYSOCKA;01.09.1991;haslo425744;
5745;Adrianna;MICHALAK;01.06.1975;haslo595745;
5746;Piotr;NOWAKOWSKA;01.03.1974;haslo245746;
5747;Wincenty;KOWALCZYK;01.12.1972;haslo705747;
5748;Lilianna;BA£KA;01.09.1971;haslo645748;
5749;Ariana;KUCHARSKA;01.12.1997;haslo555749;
5750;Arkadiusz;SADOWSKA;01.08.1974;haslo185750;
5751;Maciej;NOWAKOWSKA;01.11.1970;haslo95751;
5752;Leon;SADOWSKA;01.02.1992;haslo445752;
5753;Julian;WOJCIECHOWSKA;01.07.1987;haslo225753;
5754;Agnieszka;B¥K;01.12.1977;haslo55754;
5755;Wincenty;GRABOWSKA;01.07.1982;haslo295755;
5756;Odetta;PIETRZAK;01.11.1990;haslo625756;
5757;Sylwia;PAPIERZEWSKI;01.12.1982;haslo155757;
5758;Antoni;JAKUBOWSKA;01.05.1988;haslo505758;
5759;Zbigniew;SOKO£OWSKA;01.12.1997;haslo385759;
5760;Julia;SZEKPSIR;01.07.1987;haslo45760;
5761;Jan;SAWICKA;01.08.1989;haslo185761;
5762;Julia;NOWICKA;01.05.1983;haslo625762;
5763;Krzysztof;SIKORA;01.02.1982;haslo275763;
5764;Jozue;WRÓBLEWSKA;01.02.1972;haslo495764;
5765;Marcjanna;PAWLUK;01.06.1975;haslo275765;
5766;Marcjanna;MACIEJEWSKA;01.07.1972;haslo585766;
5767;Agnieszka;KACZMAREK;01.10.1998;haslo325767;
5768;Dominika;ZALEWSKA;01.07.1977;haslo35768;
5769;Maksymilian;PAW£OWSKA;01.06.1970;haslo465769;
5770;Wioleta;B¥K;01.09.1981;haslo145770;
5771;Zuzanna;KOWALCZYK;01.04.1996;haslo395771;
5772;Gracjan;KUBIAK;01.11.1975;haslo425772;
5773;Dorota;MICHALSKA;01.07.1982;haslo345773;
5774;Sylwia;SAWICKA;01.02.1987;haslo615774;
5775;Marika;NOWAK;01.07.1992;haslo45775;
5776;Pamela;WRÓBLEWSKA;01.10.1973;haslo495776;
5777;Albin;SADOWSKA;01.06.1970;haslo15777;
5778;Krzysztof;BARAN;01.05.1988;haslo475778;
5779;Zofia;WÓJCIK;01.12.1972;haslo235779;
5780;Irena;PACZOS;01.08.1974;haslo515780;
5781;Wojciech;SOKO£OWSKA;01.08.1979;haslo65781;
5782;Jagna;MARCINIAK;01.12.1972;haslo215782;
5783;¯aneta;NOWICKA;01.02.1982;haslo235783;
5784;S³awomir;DUDEK;01.09.1976;haslo435784;
5785;Lilianna;KOWALCZYK;01.09.1971;haslo545785;
5786;Teresa;ZALEWSKA;01.03.1994;haslo675786;
5787;Marcin;MICHALAK;01.10.1973;haslo145787;
5788;Lilianna;KACZMAREK;01.05.1973;haslo335788;
5789;Piotr;BARAN;01.09.1971;haslo85789;
5790;Julia;NOWICKA;01.06.1990;haslo175790;
5791;¯aneta;WITKOWSKA;01.11.1985;haslo285791;
5792;Albin;OLSZEWSKA;01.01.1995;haslo75792;
5793;Maciej;WALCZAK;01.12.1987;haslo295793;
5794;Bo¿ena;PIETRZAK;01.08.1979;haslo535794;
5795;Jadwiga;BARAN;01.11.1990;haslo225795;
5796;Magdalena;PAWLUK;01.05.1983;haslo595796;
5797;Jagoda;KOWALCZYK;01.11.1995;haslo525797;
5798;Maria;BARAN;01.09.1976;haslo415798;
5799;Jadwiga;LEWANDOWSKA;01.12.1977;haslo125799;
5800;Nikola;JANKOWSKA;01.02.1987;haslo635800;
5801;¯aneta;OSTROWSKA;01.10.1983;haslo245801;
5802;¯aneta;OLSZEWSKA;01.03.1989;haslo585802;
5803;Martyna;KOWALSKA;01.11.1975;haslo385803;
5804;Dorota;WÓJCIK;01.11.1995;haslo15804;
5805;Józef;ZALEWSKA;01.03.1984;haslo315805;
5806;Bogumi³a;SZEWCZYK;01.07.1972;haslo425806;
5807;Pamela;LEWANDOWSKA;01.01.1975;haslo185807;
5808;Katarzyna;WYSOCKA;01.10.1978;haslo475808;
5809;Kamila;JAWORSKA;01.11.1985;haslo645809;
5810;Ariana;WITKOWSKA;01.06.1990;haslo65810;
5811;Ariana;DUDEK;01.11.1970;haslo105811;
5812;Hanna;M¥CZKA;01.12.1997;haslo445812;
5813;Wiliam;NOWAKOWSKA;01.11.1995;haslo585813;
5814;Odetta;PAPIERZEWSKI;01.11.1970;haslo165814;
5815;Maria;WRÓBLEWSKA;01.07.1992;haslo555815;
5816;Jadwiga;PAPIERZEWSKI;01.09.1976;haslo125816;
5817;Maciej;KWIATKOWSKA;01.09.1981;haslo475817;
5818;Marika;WÓJCIK;01.12.1997;haslo95818;
5819;Zuzanna;PIETRZAK;01.11.1990;haslo385819;
5820;Zuzanna;DUDEK;01.08.1979;haslo445820;
5821;Wiliam;KALINOWSKA;01.07.1972;haslo325821;
5822;Nikola;KOWALSKA;01.03.1989;haslo25822;
5823;Jagna;WILK;01.02.1977;haslo545823;
5824;Leon;LEWANDOWSKA;01.09.1991;haslo25824;
5825;Marzena;BORKOWSKA;01.10.1973;haslo215825;
5826;Jan;MICHALSKA;01.02.1982;haslo665826;
5827;Sylwia;MALINOWSKA;01.04.1991;haslo665827;
5828;Bogumi³a;NOWICKA;01.12.1977;haslo635828;
5829;¯aneta;BORKOWSKA;01.03.1979;haslo335829;
5830;Andrzej;NOWAK;01.06.1975;haslo355830;
5831;Franciszek;KUCHARSKA;01.12.1997;haslo385831;
5832;Zuzanna;KACZMAREK;01.08.1989;haslo675832;
5833;Piotr;MARCINIAK;01.09.1996;haslo405833;
5834;Marika;WYSOCKA;01.11.1995;haslo435834;
5835;Krystyna;KORYTKOWSKI;01.05.1983;haslo665835;
5836;Aleksander;PAW£OWSKA;01.04.1986;haslo45836;
5837;Zuzanna;DUDEK;01.12.1987;haslo615837;
5838;Sylwia;PAWLAK;01.02.1992;haslo265838;
5839;Bogumi³a;OSTROWSKA;01.06.1990;haslo385839;
5840;Julian;SAWICKA;01.12.1992;haslo65840;
5841;Krystyna;KRAWCZYK;01.04.1971;haslo95841;
5842;Pawe³;SOKO£OWSKA;01.04.1996;haslo305842;
5843;Krystyna;JAWORSKA;01.05.1988;haslo145843;
5844;Kamila;GRABOWSKA;01.06.1990;haslo35844;
5845;Zbigniew;PIOTROWSKA;01.04.1981;haslo115845;
5846;Pawe³;CHMIELEWSKA;01.12.1982;haslo235846;
5847;Wioleta;PIOTROWSKA;01.02.1972;haslo705847;
5848;Teresa;CHMIELEWSKA;01.06.1970;haslo235848;
5849;Arkadiusz;BARAN;01.09.1971;haslo455849;
5850;S³awomir;SOKO£OWSKA;01.09.1981;haslo355850;
5851;Maciej;W£ODARCZYK;01.06.1985;haslo65851;
5852;Franciszek;GRABOWSKA;01.09.1996;haslo695852;
5853;Andrzej;LEWANDOWSKA;01.06.1970;haslo535853;
5854;Katarzyna;BORKOWSKA;01.07.1982;haslo165854;
5855;Odetta;ZALEWSKA;01.07.1987;haslo15855;
5856;¯aneta;JAWORSKA;01.10.1998;haslo315856;
5857;Dominika;SZEKPSIR;01.06.1990;haslo415857;
5858;Petronella;SIKORA;01.07.1992;haslo665858;
5859;Dorota;PIETRZAK;01.02.1997;haslo165859;
5860;Teresa;PIOTROWSKA;01.10.1983;haslo95860;
5861;Franciszek;PAWLUK;01.07.1987;haslo305861;
5862;Marika;JAWORSKA;01.01.1995;haslo55862;
5863;Gracjan;DUDA;01.06.1975;haslo15863;
5864;Katarzyna;NOWICKA;01.10.1993;haslo545864;
5865;Krzysztof;KALINOWSKA;01.11.1990;haslo345865;
5866;Bernadetta;LEWANDOWSKA;01.09.1971;haslo135866;
5867;Irena;LEWANDOWSKA;01.05.1978;haslo25867;
5868;Lucyna;JAKUBOWSKA;01.08.1989;haslo485868;
5869;Jagna;KRAWCZYK;01.11.1985;haslo475869;
5870;Hanna;PAPIERZEWSKI;01.12.1972;haslo475870;
5871;¯aneta;KORYTKOWSKI;01.08.1979;haslo195871;
5872;Krystyna;M¥CZKA;01.12.1972;haslo575872;
5873;Antonina;MARCINIAK;01.04.1991;haslo605873;
5874;Wiliam;W£ODARCZYK;01.01.1975;haslo445874;
5875;Katarzyna;NOWAK;01.03.1979;haslo585875;
5876;Irena;W£ODARCZYK;01.12.1977;haslo395876;
5877;Adrianna;BARAN;01.03.1994;haslo345877;
5878;Bernadetta;KALINOWSKA;01.02.1992;haslo425878;
5879;Antonina;M¥CZKA;01.10.1973;haslo455879;
5880;Lilianna;KUBIAK;01.05.1983;haslo345880;
5881;Petronella;PIETRZAK;01.10.1988;haslo315881;
5882;Jacek;KAMIÑSKA;01.11.1975;haslo55882;
5883;Krystyna;NOWAKOWSKA;01.04.1991;haslo485883;
5884;Anna;MICHALAK;01.10.1993;haslo15884;
5885;Ariana;KOWALSKA;01.08.1979;haslo635885;
5886;Julian;WOJCIECHOWSKA;01.07.1987;haslo435886;
5887;Jadwiga;PACZOS;01.11.1980;haslo225887;
5888;Izabela;GRABOWSKA;01.06.1975;haslo95888;
5889;Krzysztof;PAW£OWSKA;01.06.1980;haslo135889;
5890;Maciej;KUBIAK;01.07.1977;haslo285890;
5891;Ariana;B¥K;01.05.1993;haslo85891;
5892;Julian;PAW£OWSKA;01.09.1996;haslo405892;
5893;Marcjanna;MAKOWSKA;01.01.1995;haslo595893;
5894;Franciszek;PAW£OWSKA;01.02.1977;haslo555894;
5895;Magdalena;MICHALSKA;01.01.1990;haslo245895;
5896;Adrianna;MICHALAK;01.10.1993;haslo135896;
5897;S³awomir;PAWLUK;01.01.1990;haslo485897;
5898;Ariana;BA£KA;01.12.1992;haslo85898;
5899;Bo¿ena;JASIÑSKA;01.06.1970;haslo555899;
5900;Petronella;SOKO£OWSKA;01.09.1996;haslo535900;
5901;Irena;BARAN;01.11.1970;haslo115901;
5902;Józef;WÓJCIK;01.05.1988;haslo65902;
5903;Leon;WRÓBLEWSKA;01.10.1983;haslo245903;
5904;Aleksander;KUBIAK;01.10.1978;haslo705904;
5905;Maksymilian;PAWLUK;01.10.1998;haslo175905;
5906;Krystyna;PAPIERZEWSKI;01.02.1997;haslo55906;
5907;Marcin;PIETRZAK;01.12.1992;haslo305907;
5908;Jozue;SADOWSKA;01.01.1975;haslo705908;
5909;Arkadiusz;MARCINIAK;01.10.1983;haslo505909;
5910;Bernadetta;SOKO£OWSKA;01.12.1992;haslo525910;
5911;Ariana;MACIEJEWSKA;01.04.1976;haslo555911;
5912;Dorota;KOWALSKA;01.11.1995;haslo145912;
5913;Sylwia;SOKO£OWSKA;01.02.1977;haslo225913;
5914;¯aneta;PAWLAK;01.03.1984;haslo575914;
5915;Antonina;KUBIAK;01.07.1982;haslo195915;
5916;Jadwiga;WALCZAK;01.03.1984;haslo305916;
5917;Antoni;KUCHARSKA;01.07.1997;haslo185917;
5918;Gracjan;KORYTKOWSKI;01.02.1987;haslo345918;
5919;Marzena;JASIÑSKA;01.02.1997;haslo305919;
5920;Krzysztof;DUDA;01.06.1990;haslo655920;
5921;Dorota;KUBIAK;01.12.1987;haslo295921;
5922;Albin;RUTKOWSKA;01.12.1977;haslo155922;
5923;Bogumi³a;OSTROWSKA;01.12.1987;haslo425923;
5924;Bernadetta;JASIÑSKA;01.11.1970;haslo295924;
5925;Petronella;KOWALCZYK;01.07.1982;haslo555925;
5926;Marika;WOJCIECHOWSKA;01.03.1984;haslo625926;
5927;Petronella;MICHALAK;01.04.1981;haslo95927;
5928;Krystyna;PAWLUK;01.01.1970;haslo325928;
5929;Izabela;TOMASZEWSKA;01.04.1981;haslo295929;
5930;Joanna;WALCZAK;01.12.1997;haslo525930;
5931;Zofia;B¥K;01.01.1970;haslo345931;
5932;Bernadetta;SZEWCZYK;01.01.1990;haslo325932;
5933;Jacek;PAPIERZEWSKI;01.08.1974;haslo695933;
5934;Bogumi³a;MARCINIAK;01.08.1994;haslo365934;
5935;Szymon;JAWORSKA;01.03.1974;haslo365935;
5936;Wincenty;SZCZEPAÑSKA;01.03.1979;haslo565936;
5937;Petronella;GRABOWSKA;01.08.1989;haslo395937;
5938;Aneta;KUCHARSKA;01.07.1987;haslo495938;
5939;Marcin;LEWANDOWSKA;01.06.1990;haslo625939;
5940;Irena;KRAWCZYK;01.10.1998;haslo105940;
5941;Magdalena;MAJEWSKA;01.10.1978;haslo345941;
5942;Wiliam;W£ODARCZYK;01.02.1982;haslo395942;
5943;Piotr;KAMIÑSKA;01.10.1988;haslo275943;
5944;Sylwia;MICHALSKA;01.02.1997;haslo185944;
5945;Dorota;SIKORA;01.06.1970;haslo345945;
5946;¯aneta;ZAWADZKA;01.09.1996;haslo475946;
5947;Antonina;PACZOS;01.10.1973;haslo235947;
5948;Wiliam;OSTROWSKA;01.02.1987;haslo415948;
5949;Marika;WIECZOREK;01.06.1995;haslo525949;
5950;Lucyna;MARCINIAK;01.03.1989;haslo285950;
5951;Leon;MAKOWSKA;01.07.1992;haslo135951;
5952;Marika;OSTROWSKA;01.08.1974;haslo105952;
5953;Wioleta;SZCZEPAÑSKA;01.11.1975;haslo85953;
5954;Joanna;SZEKPSIR;01.02.1997;haslo405954;
5955;Aleksander;PIETRZAK;01.04.1986;haslo45955;
5956;Sylwia;MICHALSKA;01.02.1997;haslo535956;
5957;Maksymilian;BA£KA;01.08.1984;haslo465957;
5958;Stanis³aw;OSTROWSKA;01.10.1993;haslo465958;
5959;Maciej;ADAMCZYK;01.01.1995;haslo195959;
5960;Jadwiga;MALINOWSKA;01.07.1987;haslo85960;
5961;Krzysztof;PAWLAK;01.04.1981;haslo85961;
5962;Marcjanna;OLSZEWSKA;01.05.1983;haslo125962;
5963;Aleksander;MARCINIAK;01.04.1991;haslo425963;
5964;Kamila;BARAN;01.04.1991;haslo285964;
5965;Dominika;NOWAK;01.05.1998;haslo515965;
5966;Izabela;WOJCIECHOWSKA;01.07.1987;haslo535966;
5967;Leon;MARCINIAK;01.06.1990;haslo315967;
5968;Arleta;M¥CZKA;01.04.1976;haslo555968;
5969;Jozue;KALINOWSKA;01.08.1974;haslo155969;
5970;Arkadiusz;OLSZEWSKA;01.10.1978;haslo75970;
5971;Mirella;MICHALAK;01.04.1991;haslo495971;
5972;Aneta;MICHALSKA;01.08.1989;haslo485972;
5973;Stanis³aw;PAW£OWSKA;01.02.1977;haslo365973;
5974;Franciszek;WITKOWSKA;01.02.1982;haslo65974;
5975;Bo¿ena;PACZOS;01.06.1975;haslo35975;
5976;Lucyna;SZEKPSIR;01.06.1990;haslo645976;
5977;Jagoda;SIKORA;01.07.1997;haslo105977;
5978;Jacek;JANKOWSKA;01.02.1992;haslo35978;
5979;Zofia;ZAWADZKA;01.09.1981;haslo615979;
5980;Jadwiga;SOKO£OWSKA;01.08.1974;haslo635980;
5981;Wojciech;PAWLUK;01.02.1992;haslo525981;
5982;Maciej;MAZUR;01.09.1981;haslo485982;
5983;Irena;MALINOWSKA;01.10.1988;haslo265983;
5984;Bo¿ena;PAW£OWSKA;01.11.1975;haslo335984;
5985;Jacek;NOWAK;01.06.1980;haslo445985;
5986;Marzena;PAW£OWSKA;01.09.1996;haslo155986;
5987;Krzysztof;KUCHARSKA;01.01.1990;haslo185987;
5988;Ariana;BA£KA;01.07.1982;haslo475988;
5989;Marcjanna;BARAN;01.05.1983;haslo575989;
5990;Julia;SOKO£OWSKA;01.07.1992;haslo185990;
5991;Pawe³;KWIATKOWSKA;01.10.1993;haslo585991;
5992;Franciszek;MACIEJEWSKA;01.10.1973;haslo485992;
5993;Julia;WOJCIECHOWSKA;01.06.1980;haslo215993;
5994;Jadwiga;JAWORSKA;01.06.1990;haslo225994;
5995;Albin;MAKOWSKA;01.12.1997;haslo275995;
5996;Petronella;WITKOWSKA;01.05.1978;haslo215996;
5997;Jadwiga;WYSOCKA;01.04.1986;haslo105997;
5998;S³awomir;SZEWCZYK;01.10.1973;haslo465998;
5999;Julia;KUCHARSKA;01.06.1995;haslo275999;
6000;Albin;PACZOS;01.04.1996;haslo576000;
6001;Magdalena;B¥K;01.05.1973;haslo136001;
6002;Wojciech;DUDEK;01.10.1973;haslo606002;
6003;Hanna;NOWAK;01.10.1978;haslo456003;
6004;Jacek;BARAN;01.08.1984;haslo346004;
6005;Arleta;BA£KA;01.12.1997;haslo106005;
6006;Szymon;BARAN;01.01.1975;haslo476006;
6007;Katarzyna;PAWLUK;01.07.1992;haslo176007;
6008;Adrianna;JAKUBOWSKA;01.10.1978;haslo606008;
6009;Wioleta;MICHALAK;01.04.1971;haslo496009;
6010;Julian;NOWAK;01.11.1975;haslo426010;
6011;Teresa;PAW£OWSKA;01.02.1982;haslo636011;
6012;Nikola;MAJEWSKA;01.06.1980;haslo326012;
6013;Stanis³aw;MARCINIAK;01.12.1987;haslo166013;
6014;Jozue;ADAMCZYK;01.03.1979;haslo506014;
6015;Maria;PAWLUK;01.12.1982;haslo26015;
6016;Lucyna;PACZOS;01.10.1988;haslo116016;
6017;Zbigniew;OLSZEWSKA;01.01.1985;haslo46017;
6018;Wojciech;WOJCIECHOWSKA;01.11.1975;haslo246018;
6019;Aleksander;ADAMCZYK;01.05.1973;haslo566019;
6020;Julia;BORKOWSKA;01.09.1971;haslo476020;
6021;Martyna;WOJCIECHOWSKA;01.03.1989;haslo156021;
6022;Jadwiga;PIETRZAK;01.08.1994;haslo246022;
6023;Albin;PAW£OWSKA;01.08.1994;haslo106023;
6024;Lucyna;OSTROWSKA;01.08.1994;haslo346024;
6025;Natan;KORYTKOWSKI;01.09.1996;haslo156025;
6026;Józef;KWIATKOWSKA;01.09.1971;haslo376026;
6027;Wincenty;LEWANDOWSKA;01.11.1975;haslo366027;
6028;Irena;LEWANDOWSKA;01.07.1992;haslo96028;
6029;Hanna;SIKORA;01.11.1970;haslo576029;
6030;Arkadiusz;SZEWCZYK;01.01.1975;haslo476030;
6031;Jozue;RUTKOWSKA;01.02.1992;haslo416031;
6032;Dominika;KUBIAK;01.06.1980;haslo206032;
6033;Marcin;KOWALSKA;01.03.1974;haslo336033;
6034;Zofia;ZAWADZKA;01.08.1979;haslo66034;
6035;Jagna;NOWAK;01.07.1972;haslo546035;
6036;Anna;KOWALSKA;01.05.1973;haslo596036;
6037;Wojciech;B¥K;01.11.1995;haslo336037;
6038;Marcin;BORKOWSKA;01.08.1979;haslo706038;
6039;Pawe³;WYSOCKA;01.05.1978;haslo546039;
6040;Szymon;KAMIÑSKA;01.08.1984;haslo496040;
6041;Martyna;KOWALSKA;01.03.1974;haslo516041;
6042;Wioleta;LIS;01.10.1998;haslo206042;
6043;Helena;NOWAK;01.01.1975;haslo596043;
6044;Maciej;LIS;01.10.1973;haslo586044;
6045;Nikola;PAW£OWSKA;01.12.1997;haslo536045;
6046;Maria;KUCHARSKA;01.08.1994;haslo306046;
6047;Leon;RUTKOWSKA;01.05.1978;haslo236047;
6048;Antonina;PAW£OWSKA;01.04.1971;haslo506048;
6049;Józef;WOJCIECHOWSKA;01.12.1977;haslo306049;
6050;Antoni;SOKO£OWSKA;01.12.1987;haslo596050;
6051;Krystyna;OLSZEWSKA;01.04.1981;haslo516051;
6052;Krzysztof;JAKUBOWSKA;01.11.1970;haslo596052;
6053;Arleta;SZEWCZYK;01.07.1992;haslo466053;
6054;Zbigniew;OLSZEWSKA;01.05.1983;haslo696054;
6055;Krzysztof;JAWORSKA;01.04.1996;haslo326055;
6056;Arkadiusz;M¥CZKA;01.06.1990;haslo456056;
6057;Krystyna;KAMIÑSKA;01.07.1987;haslo246057;
6058;Teresa;KORYTKOWSKI;01.11.1990;haslo236058;
6059;Albin;DUDA;01.05.1973;haslo196059;
6060;Jagoda;SIKORA;01.04.1986;haslo156060;
6061;Szymon;MICHALSKA;01.02.1997;haslo236061;
6062;Zuzanna;JASIÑSKA;01.05.1993;haslo146062;
6063;Szymon;ADAMCZYK;01.06.1980;haslo146063;
6064;Magdalena;W£ODARCZYK;01.02.1987;haslo46064;
6065;Wincenty;PIETRZAK;01.05.1988;haslo266065;
6066;Maciej;PAWLUK;01.10.1998;haslo456066;
6067;Krzysztof;GRABOWSKA;01.04.1996;haslo336067;
6068;Helena;B¥K;01.09.1971;haslo606068;
6069;Wiliam;ADAMCZYK;01.02.1992;haslo426069;
6070;Dorota;B¥K;01.04.1981;haslo696070;
6071;Anna;WOJCIECHOWSKA;01.06.1975;haslo526071;
6072;Magdalena;KOWALCZYK;01.02.1987;haslo616072;
6073;Bernadetta;SZEKPSIR;01.10.1993;haslo436073;
6074;Zuzanna;KRAWCZYK;01.11.1980;haslo576074;
6075;Jacek;PAWLUK;01.11.1995;haslo696075;
6076;Anna;PAWLUK;01.03.1994;haslo686076;
