id;imie;nazwisko;dataUrodzenia;login;haslo
930;Stanis³aw;NOWAKOWSKA;01.04.1996;haslo38930;
931;Martyna;JAWORSKA;01.05.1983;haslo46931;
932;Aneta;JANKOWSKA;01.07.1972;haslo7932;
933;Hanna;DUDA;01.10.1998;haslo67933;
934;Franciszek;SIKORA;01.03.1984;haslo11934;
935;Zuzanna;KUBIAK;01.04.1986;haslo54935;
936;Mirella;PAW£OWSKA;01.06.1975;haslo5936;
937;Aleksander;KUCHARSKA;01.12.1982;haslo39937;
938;Wioleta;JANKOWSKA;01.05.1988;haslo49938;
939;Marcjanna;NOWAK;01.12.1987;haslo32939;
940;Jagna;SIKORA;01.01.1980;haslo20940;
941;Zbigniew;PACZOS;01.06.1990;haslo56941;
942;Mirella;WYSOCKA;01.06.1990;haslo17942;
943;Izabela;NOWAKOWSKA;01.06.1985;haslo11943;
944;Sylwia;LEWANDOWSKA;01.03.1989;haslo61944;
945;Dominika;BORKOWSKA;01.02.1977;haslo35945;
946;Pamela;SIKORA;01.03.1979;haslo40946;
947;Kamila;WYSOCKA;01.02.1987;haslo35947;
948;Ariana;PAWLAK;01.12.1972;haslo18948;
949;Bernadetta;PAWLUK;01.09.1971;haslo60949;
950;Maksymilian;MACIEJEWSKA;01.08.1979;haslo64950;
951;Mirella;MACIEJEWSKA;01.11.1980;haslo7951;
952;Andrzej;WRÓBLEWSKA;01.09.1986;haslo65952;
953;Julian;MAKOWSKA;01.10.1993;haslo16953;
954;Jacek;MAJEWSKA;01.07.1987;haslo55954;
955;Katarzyna;ZALEWSKA;01.09.1986;haslo64955;
956;Krystyna;OSTROWSKA;01.12.1972;haslo47956;
957;Aneta;PAWLUK;01.03.1974;haslo52957;
958;Arleta;WYSOCKA;01.05.1973;haslo39958;
959;Antonina;BARAN;01.08.1989;haslo54959;
960;Julian;MAZUR;01.06.1970;haslo47960;
961;Gracjan;JANKOWSKA;01.03.1979;haslo19961;
962;Bo¿ena;PAWLUK;01.03.1984;haslo23962;
963;Józef;BORKOWSKA;01.11.1980;haslo50963;
964;Krzysztof;PAPIERZEWSKI;01.01.1995;haslo46964;
965;Marika;DUDEK;01.05.1983;haslo19965;
966;Zbigniew;ZAWADZKA;01.10.1973;haslo3966;
967;Bernadetta;LEWANDOWSKA;01.02.1992;haslo30967;
968;Anna;OSTROWSKA;01.02.1977;haslo64968;
969;Kamila;ZALEWSKA;01.12.1987;haslo29969;
970;Szymon;KORYTKOWSKI;01.05.1988;haslo25970;
971;Maciej;WITKOWSKA;01.11.1980;haslo68971;
972;Zbigniew;KORYTKOWSKI;01.04.1971;haslo3972;
973;Marika;LIS;01.01.1985;haslo12973;
974;Julian;MAZUR;01.11.1985;haslo11974;
975;Irena;KRAWCZYK;01.10.1973;haslo57975;
976;Izabela;DUDA;01.02.1972;haslo56976;
977;Wioleta;DUDA;01.03.1979;haslo27977;
978;Maria;ZAWADZKA;01.12.1997;haslo65978;
979;Ariana;MACIEJEWSKA;01.04.1981;haslo37979;
980;Leon;BARAN;01.01.1990;haslo11980;
981;Anna;TOMASZEWSKA;01.01.1980;haslo17981;
982;Aneta;JAWORSKA;01.08.1974;haslo19982;
983;Marcjanna;KAMIÑSKA;01.04.1996;haslo29983;
984;Maria;KRAWCZYK;01.12.1982;haslo32984;
985;Mirella;WÓJCIK;01.06.1985;haslo13985;
986;Pamela;DUDEK;01.06.1980;haslo51986;
987;Arleta;M¥CZKA;01.04.1976;haslo32987;
988;¯aneta;LEWANDOWSKA;01.08.1994;haslo45988;
989;Odetta;ZAWADZKA;01.04.1991;haslo30989;
990;Szymon;KUCHARSKA;01.08.1974;haslo53990;
991;Agnieszka;KOWALSKA;01.01.1995;haslo52991;
992;Irena;SZEKPSIR;01.09.1981;haslo68992;
993;Krystyna;KALINOWSKA;01.06.1970;haslo70993;
994;Zofia;WILK;01.06.1975;haslo13994;
995;Aleksander;ZALEWSKA;01.01.1970;haslo14995;
996;Jacek;SAWICKA;01.11.1990;haslo26996;
997;Zuzanna;ADAMCZYK;01.11.1990;haslo34997;
998;Anna;RUTKOWSKA;01.11.1990;haslo61998;
999;Ariana;CZARNECKA;01.07.1972;haslo25999;
