id;imie;nazwisko;dataUrodzenia;login;haslo
929;Stanis³aw;PAPIERZEWSKI;01.06.1995;haslo57929;
930;Pamela;PIOTROWSKA;01.11.1970;haslo32930;
931;Leon;WIECZOREK;01.11.1995;haslo14931;
932;Odetta;PAWLUK;01.05.1988;haslo70932;
933;Anna;KAMIÑSKA;01.01.1975;haslo70933;
934;Józef;DUDEK;01.12.1982;haslo21934;
935;Marika;WÓJCIK;01.08.1989;haslo38935;
936;Maksymilian;PAWLAK;01.06.1975;haslo2936;
937;Krzysztof;KORYTKOWSKI;01.04.1976;haslo37937;
938;Antoni;MICHALSKA;01.01.1980;haslo67938;
939;Sylwia;BORKOWSKA;01.04.1976;haslo49939;
940;Marcjanna;KUCHARSKA;01.04.1986;haslo31940;
941;Irena;PAW£OWSKA;01.12.1987;haslo45941;
942;Franciszek;LIS;01.10.1993;haslo45942;
943;Dorota;SZEKPSIR;01.08.1984;haslo57943;
944;Odetta;ZALEWSKA;01.06.1990;haslo28944;
945;Jadwiga;KAMIÑSKA;01.05.1993;haslo44945;
946;Bo¿ena;WILK;01.01.1985;haslo38946;
947;Natan;BARAN;01.05.1988;haslo70947;
948;¯aneta;CHMIELEWSKA;01.01.1980;haslo29948;
949;Julia;PAW£OWSKA;01.12.1982;haslo31949;
950;Zofia;ZAWADZKA;01.04.1971;haslo1950;
951;Wincenty;KRAWCZYK;01.10.1978;haslo26951;
952;Lilianna;GRABOWSKA;01.05.1983;haslo9952;
953;Maria;BA£KA;01.03.1974;haslo12953;
954;Kamila;MARCINIAK;01.09.1971;haslo19954;
955;Albin;CHMIELEWSKA;01.04.1971;haslo6955;
956;Leon;DUDEK;01.11.1985;haslo6956;
957;Arkadiusz;KAMIÑSKA;01.04.1991;haslo37957;
958;S³awomir;TOMASZEWSKA;01.06.1990;haslo4958;
959;S³awomir;WALCZAK;01.07.1972;haslo43959;
960;Wojciech;KOWALCZYK;01.05.1998;haslo44960;
961;Wiliam;DUDEK;01.09.1971;haslo42961;
962;Jagoda;OLSZEWSKA;01.11.1995;haslo13962;
963;Marzena;KAMIÑSKA;01.01.1975;haslo68963;
964;Krzysztof;SZEKPSIR;01.12.1972;haslo36964;
965;Jagoda;KUCHARSKA;01.02.1997;haslo62965;
966;Gracjan;PAPIERZEWSKI;01.10.1978;haslo53966;
967;Marcin;SZCZEPAÑSKA;01.05.1988;haslo43967;
968;Maria;SZEWCZYK;01.07.1977;haslo29968;
969;Jagna;WYSOCKA;01.04.1981;haslo65969;
970;Julian;KOWALSKA;01.11.1970;haslo14970;
971;Antonina;BORKOWSKA;01.01.1970;haslo3971;
972;Jagna;MAZUR;01.12.1982;haslo52972;
973;Krzysztof;MICHALSKA;01.02.1987;haslo61973;
974;Andrzej;PAWLUK;01.05.1978;haslo69974;
975;Bo¿ena;RUTKOWSKA;01.02.1997;haslo51975;
976;Nikola;MAKOWSKA;01.02.1992;haslo15976;
977;Teresa;KAMIÑSKA;01.08.1979;haslo26977;
978;Maciej;SOKO£OWSKA;01.08.1984;haslo20978;
979;Stanis³aw;CHMIELEWSKA;01.04.1986;haslo61979;
980;Jadwiga;MAZUR;01.01.1985;haslo69980;
981;Anna;MICHALAK;01.04.1971;haslo6981;
982;Anna;KWIATKOWSKA;01.04.1976;haslo5982;
983;Agnieszka;PIOTROWSKA;01.11.1995;haslo16983;
984;Mirella;PIETRZAK;01.05.1983;haslo34984;
985;Helena;KACZMAREK;01.01.1995;haslo40985;
986;Joanna;MAZUR;01.01.1990;haslo3986;
987;Jagoda;ZAWADZKA;01.10.1993;haslo53987;
988;Jadwiga;SZEWCZYK;01.01.1980;haslo52988;
989;Teresa;MAZUR;01.08.1974;haslo59989;
990;Agnieszka;PIETRZAK;01.12.1987;haslo38990;
991;Jagna;PAPIERZEWSKI;01.05.1988;haslo23991;
992;Bogumi³a;W£ODARCZYK;01.12.1972;haslo31992;
993;Leon;ZAWADZKA;01.03.1979;haslo20993;
994;Pawe³;JAKUBOWSKA;01.07.1997;haslo27994;
995;Anna;SADOWSKA;01.09.1976;haslo41995;
996;Dorota;JASIÑSKA;01.08.1974;haslo21996;
997;Marcin;WALCZAK;01.09.1971;haslo28997;
998;Pawe³;TOMASZEWSKA;01.06.1985;haslo41998;
999;Katarzyna;DUDEK;01.05.1993;haslo49999;
